strategy_00,strategy_01,strategy_02,strategy_03,strategy_04,strategy_05,strategy_06,strategy_07,strategy_08,strategy_09,strategy_10,strategy_11,strategy_12,strategy_13,strategy_14,strategy_15,strategy_16,strategy_17,strategy_18,strategy_19,strategy_20,strategy_21,strategy_22,strategy_23,strategy_24,strategy_25,strategy_26,strategy_27,strategy_28,strategy_29,strategy_30,strategy_31,strategy_32,strategy_33,strategy_34,strategy_35,strategy_36,strategy_37,strategy_38,strategy_39,strategy_40,strategy_41,strategy_42,strategy_43,strategy_44,strategy_45,strategy_46,strategy_47,strategy_48,strategy_49
-0.048847,-0.032690,0.015067,-0.012897,-0.091383,0.050269,-0.068571,-0.073132,-0.000643,-0.146688,-0.071560,0.009167,0.009781,-0.058972,-0.061120,-0.033798,-0.062009,-0.079874,0.003660,-0.062440,-0.047687,-0.045724,0.026739,-0.092215,0.010209,-0.063016,-0.031372,-0.087010,-0.078308,-0.049338,-0.021520,0.028351,0.075729,-0.002920,-0.046663,-0.066809,-0.008598,-0.124443,0.039974,-0.066252,-0.006784,-0.007134,-0.032321,0.045075,0.005931,-0.116315,0.040496,-0.026364,0.000886,-0.025279
-0.075508,-0.097573,0.002416,-0.022380,0.022752,-0.043787,-0.093390,-0.066674,-0.120245,-0.014333,-0.022004,-0.039182,-0.067713,-0.059577,0.005493,-0.033028,-0.064457,-0.067384,0.013980,-0.053901,0.038364,-0.070315,0.044935,-0.062993,0.015353,0.011675,-0.041082,-0.061506,-0.092926,0.008306,-0.018184,0.006299,-0.045520,-0.020945,-0.053666,0.009667,-0.027191,-0.044683,-0.049960,-0.057034,-0.015341,0.019835,-0.057840,0.025278,0.016732,-0.045351,0.017376,-0.007607,0.016102,0.026221
0.011655,0.013112,-0.043846,0.059684,0.081646,0.012393,0.020387,0.023822,-0.022534,0.053430,0.003843,-0.099188,0.014096,0.070361,0.032600,-0.026750,0.058819,0.006109,-0.004639,0.073803,0.001486,0.032471,0.006026,-0.024460,0.073133,0.000936,0.016367,0.034814,0.047457,0.067176,0.072181,-0.004958,0.011000,-0.001046,0.094629,-0.034836,0.040631,-0.019108,0.008596,0.015167,-0.039979,-0.018496,0.012826,-0.004723,-0.032425,0.002964,0.054293,0.009896,0.087917,0.031625
-0.000545,0.007209,0.001272,-0.021006,-0.039533,0.039751,0.028142,-0.045530,-0.065980,-0.028757,-0.019828,0.040557,-0.061475,-0.004448,0.093466,0.001250,0.004179,0.018690,-0.024409,-0.015112,-0.012504,-0.090839,0.023029,0.024537,-0.002441,-0.058853,0.025197,-0.035918,0.048748,-0.107046,0.003749,-0.090242,-0.011578,0.001588,0.056868,-0.030892,-0.059210,0.033347,-0.031400,-0.006057,0.017270,0.014605,0.048109,0.085342,0.082221,0.001502,-0.005800,0.010659,-0.017222,-0.006404
-0.017411,-0.021287,0.020302,0.009608,-0.018227,-0.068722,0.011653,0.008803,0.049084,-0.035076,0.012261,-0.001597,-0.004417,-0.073058,-0.042480,0.011506,-0.041639,0.033612,0.008692,-0.027885,0.059337,0.000055,0.053679,-0.018445,-0.007845,-0.021380,0.008368,0.085363,-0.012277,0.047284,0.026653,0.067403,0.039761,0.018068,0.056225,-0.075817,-0.019195,0.014363,0.031623,0.016647,-0.000379,0.036063,-0.014904,0.017398,0.010799,0.000362,0.036126,-0.000904,-0.001250,0.015183
0.010312,0.024182,-0.054501,0.031540,0.025759,-0.067342,-0.009157,-0.024241,0.082406,-0.001033,0.041880,0.031969,0.061586,-0.027871,-0.082472,0.030594,-0.059854,-0.017536,-0.077127,-0.042157,0.033065,-0.022531,-0.041986,-0.025654,0.018790,-0.062461,-0.013495,0.033748,0.064088,0.009703,0.012973,-0.086000,0.071260,0.009153,-0.004148,0.013525,0.054577,-0.017462,0.018933,0.050700,0.014651,-0.017832,0.031670,0.020115,0.065014,0.012819,-0.002094,0.038341,0.024467,-0.010209
-0.018494,0.074836,-0.017527,-0.010773,-0.048305,0.050148,0.064261,0.007994,0.042990,0.014802,0.053883,-0.011249,0.010702,-0.007373,-0.065071,0.023787,0.052614,0.046035,0.001928,0.021251,0.021072,0.050925,-0.044762,-0.016641,0.044544,0.069835,-0.057775,0.019565,0.039086,0.118267,-0.053296,0.094290,0.048741,0.025907,0.017201,0.010987,-0.023302,-0.021453,0.011859,0.080062,-0.014386,0.094339,0.008235,0.062857,0.012278,0.000936,-0.084739,0.009873,0.020314,-0.074717
0.030165,0.122987,0.024965,-0.034295,-0.019139,0.037619,0.063995,-0.066181,0.016800,0.030131,0.010812,0.008670,0.057086,0.003068,0.030306,0.016121,-0.000244,0.012142,-0.012477,0.005801,0.018058,0.012725,0.032908,0.002997,0.011540,-0.027085,0.007814,0.068328,-0.013895,-0.024369,-0.000084,0.063754,-0.044301,0.053016,-0.009460,0.051750,-0.007370,0.020844,-0.037035,-0.045743,-0.000538,0.008104,-0.003261,-0.021773,0.051139,-0.006255,0.027510,-0.107989,0.087966,-0.005759
-0.031773,-0.013857,0.043466,0.003226,0.044999,-0.051363,0.009954,-0.003249,-0.000824,-0.041012,0.016974,0.023078,0.009019,0.061219,0.047472,-0.053657,-0.057653,0.041238,0.012937,0.090873,0.021697,-0.006409,0.019479,-0.018125,0.020519,-0.003645,0.054715,0.030159,-0.028961,-0.066272,0.049429,-0.068761,-0.029152,-0.045579,0.004042,0.003693,0.027547,0.026062,-0.023952,0.002767,-0.071957,0.002324,0.003788,-0.002542,-0.012775,0.023164,0.085326,-0.050477,0.004102,0.068784
0.042165,0.045866,-0.002492,0.001853,0.010478,-0.061977,0.072747,-0.006172,-0.012534,-0.004066,0.024037,-0.005668,-0.012645,0.018027,-0.059963,0.044123,-0.032020,0.036964,-0.012915,0.064829,0.058805,0.016307,0.073990,-0.033111,-0.031787,0.051353,-0.046392,-0.057511,-0.006126,-0.006707,0.024577,-0.052512,0.039685,0.046261,0.052647,-0.020873,-0.003893,0.009813,-0.018406,-0.028469,-0.026761,0.009524,-0.009413,-0.049638,0.003685,-0.007634,0.001961,0.066536,-0.009520,0.011205
-0.071013,-0.068099,-0.033943,-0.007929,-0.071469,-0.063409,-0.058201,-0.006370,-0.036247,-0.021078,0.057008,-0.044263,-0.002763,-0.002617,0.057286,-0.041427,-0.061294,0.000614,-0.057795,-0.016258,0.037220,-0.002448,-0.045149,-0.047153,0.047879,-0.030495,-0.011734,-0.094606,-0.039515,-0.035240,-0.047862,0.001018,-0.054773,0.002454,-0.028469,0.051840,0.037730,-0.087179,-0.095251,-0.107015,-0.017690,0.042044,-0.047245,-0.050186,-0.016354,0.001780,-0.054875,0.009926,-0.065383,-0.038719
0.024472,-0.031982,0.084920,-0.037750,0.025503,-0.021435,-0.006497,0.028618,-0.029753,0.009427,-0.061937,0.027192,-0.042948,-0.009408,-0.011746,0.002045,0.024046,0.043924,0.059748,-0.039145,-0.089980,0.034071,-0.092792,0.003694,0.041933,0.057327,-0.072392,0.068244,0.035947,-0.031588,-0.017644,0.007911,-0.026518,-0.026541,-0.019060,0.018976,-0.030282,0.017181,-0.073049,-0.023338,0.001135,-0.054196,0.031507,0.017552,-0.043716,0.039044,0.050529,0.076195,-0.041198,-0.011864
-0.066001,-0.008889,0.026785,-0.036966,-0.002581,0.030372,0.000127,0.029641,0.001866,-0.040306,-0.073760,-0.057987,0.049775,0.005179,0.060728,0.029206,0.014638,-0.020585,0.011568,0.028651,0.077523,-0.039600,0.055415,0.040269,-0.049516,-0.023989,-0.011845,0.098774,0.069513,-0.012671,0.033311,-0.037911,0.069665,0.013060,0.077340,0.029466,-0.020602,0.084732,0.098348,0.047096,0.049155,0.034291,0.054587,-0.016037,0.045627,-0.003282,0.035343,-0.001632,0.016198,0.047271
0.041669,0.016374,0.002539,0.049627,0.039983,-0.014451,-0.020801,-0.070292,-0.024492,0.010406,0.014493,-0.034053,0.028933,-0.017598,-0.013732,0.002734,-0.082623,-0.071433,-0.140553,0.005462,0.040151,-0.050925,-0.013024,0.029120,0.011114,0.004973,0.027830,-0.056046,0.001525,0.000628,-0.035315,-0.010270,0.025421,-0.007753,0.017463,-0.023766,-0.011473,-0.025902,0.017607,0.029599,0.022617,-0.031001,0.056198,0.050080,-0.029193,-0.024384,-0.006784,-0.098506,-0.035184,-0.080102
-0.016353,-0.061277,0.008373,0.076649,-0.053301,0.046454,0.009273,0.069174,-0.054564,0.055320,-0.015449,0.029313,0.019859,0.053518,-0.038945,-0.020816,0.035977,0.064631,0.089696,0.081126,-0.043046,-0.001459,0.067736,0.130945,-0.014920,0.013110,0.011237,-0.051770,0.055713,-0.031965,0.063065,0.073503,0.033400,0.025231,-0.024596,0.027601,0.024282,0.060821,0.014301,-0.006254,0.033546,0.004535,-0.002290,-0.028896,0.038466,0.034934,0.035613,0.053171,-0.014631,0.038155
0.000580,0.059627,0.016580,0.016818,-0.049636,0.000369,0.042486,-0.085878,0.024227,-0.066300,0.057661,0.053531,-0.011685,-0.012594,-0.074886,-0.008260,-0.102421,0.045108,-0.045629,-0.055408,-0.023146,-0.025729,0.040903,-0.035814,-0.038829,0.009280,-0.007667,-0.052567,-0.108171,-0.056773,-0.052394,-0.066352,0.062791,-0.059957,-0.058223,-0.017311,-0.054315,-0.054269,-0.056654,-0.026158,-0.038155,0.027221,-0.045628,0.000430,0.003354,-0.002378,-0.024155,-0.071557,-0.037384,0.031612
0.049375,0.038289,-0.045961,-0.116547,0.047227,0.021236,0.060385,-0.009412,-0.148580,-0.059707,-0.049233,-0.007403,-0.086223,-0.056759,-0.023119,-0.020787,-0.061680,-0.046296,-0.012664,-0.121670,0.051704,-0.053208,-0.061411,-0.022017,-0.048482,-0.055215,-0.032413,-0.014615,-0.067247,-0.091849,0.004384,-0.051526,-0.022841,-0.033187,-0.105382,-0.031213,-0.088454,-0.094890,-0.066348,-0.009758,-0.037541,-0.075320,-0.020602,-0.003546,-0.017131,-0.032634,0.013751,-0.046207,-0.008861,-0.068723
0.107978,-0.008928,0.005218,-0.006097,-0.038536,-0.075316,0.053720,0.019317,0.016739,-0.022558,0.015720,-0.058805,0.056386,0.054904,-0.091882,-0.045675,0.023640,-0.032562,-0.027140,0.075734,0.007396,-0.028867,-0.050964,-0.008258,-0.026960,0.033089,-0.050412,0.062534,-0.005064,-0.032986,0.026768,0.058797,0.086883,-0.014689,-0.028011,-0.016532,0.019981,0.004851,0.033882,-0.021741,-0.005432,0.006344,0.009923,-0.064900,0.003292,-0.011845,0.041367,0.002058,0.068428,0.035803
0.102973,-0.019225,0.011467,-0.002139,0.034830,0.003976,0.027118,0.078758,-0.036852,0.028327,-0.041727,-0.035402,-0.043626,-0.069849,0.049885,-0.060212,-0.017267,0.062456,0.035500,0.067261,0.056981,-0.001075,0.020995,-0.066116,0.036042,0.013835,-0.037703,0.014089,-0.004950,-0.027929,-0.069205,-0.010772,0.009303,-0.040440,0.005946,-0.043744,-0.061247,-0.015446,-0.032880,0.035424,-0.023231,-0.086459,-0.002528,0.057588,0.007792,-0.012061,-0.065310,0.008906,0.022606,-0.035276
-0.013363,-0.043841,0.008057,0.008338,0.056521,-0.058895,0.005957,0.050438,0.060625,0.007620,-0.038393,0.055951,0.020351,0.039360,-0.026001,-0.059836,0.038147,-0.031503,-0.040328,0.100379,0.015457,0.000409,-0.086956,0.043302,-0.034265,-0.047503,-0.121895,-0.076425,0.014639,-0.052006,0.006782,-0.022688,-0.029842,0.027151,0.053379,-0.000809,-0.011228,0.009525,0.002235,0.034621,0.022427,-0.004838,-0.000850,0.000035,0.032454,0.047458,0.045245,-0.009772,0.033065,0.006385
0.040800,0.085488,-0.092417,-0.039985,-0.051291,-0.038241,-0.064967,-0.014517,0.034881,-0.011368,-0.003908,-0.016523,-0.016679,-0.022702,-0.018612,0.091835,-0.029593,0.084171,0.025788,0.072301,0.046480,-0.021218,0.002863,-0.031283,-0.011723,-0.018347,0.015688,-0.078306,-0.004924,-0.093350,-0.097403,-0.004769,-0.038509,-0.040470,-0.038036,0.051439,-0.054236,0.065315,0.062935,-0.099614,0.050189,-0.054156,0.053897,-0.076431,0.028286,-0.042355,-0.019367,-0.020605,-0.006815,-0.053560
0.008464,0.032621,-0.012537,-0.005942,0.009174,0.019273,-0.046363,0.028532,0.059162,0.035801,0.012976,-0.012746,0.031197,-0.031447,0.034177,0.011093,-0.016453,0.067194,0.005691,0.033009,-0.010232,0.045719,0.039842,0.010010,0.032833,0.036775,0.023319,0.085043,-0.004650,0.009591,0.051673,0.012914,-0.000954,0.021498,0.032750,-0.069730,-0.040395,0.036132,-0.049126,0.027527,-0.073178,-0.031875,0.046925,-0.016291,0.027211,-0.011038,0.066194,0.003249,0.036956,0.016318
-0.033414,0.025656,0.012485,-0.022604,-0.023035,0.026574,0.000834,0.031381,-0.061652,-0.015185,0.071481,-0.014851,0.009214,0.068901,-0.019735,-0.004874,0.045042,0.054133,0.092031,0.012609,0.019062,-0.003738,-0.032567,0.053263,0.024002,-0.003260,0.047976,0.022714,0.067640,0.128222,-0.000944,-0.005334,-0.080357,0.089041,0.092262,-0.054082,0.048642,0.049160,-0.005727,0.012292,0.036886,0.005360,0.066204,0.063403,0.019168,-0.005139,-0.005655,0.053313,0.099150,0.006023
-0.078023,-0.044406,0.017250,0.024574,-0.002128,0.004530,-0.017067,0.000376,0.064594,-0.018619,-0.030648,0.019885,0.041277,-0.004482,-0.050429,-0.009030,-0.006712,0.057809,-0.011694,0.039898,0.011702,0.060226,0.017666,0.007139,0.027391,-0.032786,-0.018267,-0.032574,0.009740,0.005269,-0.028006,-0.014292,-0.052161,-0.108102,0.034747,-0.039222,-0.004392,0.005614,-0.090559,-0.068100,-0.064145,-0.002063,-0.063602,0.000898,-0.007745,0.035348,-0.003375,-0.013790,0.043051,0.014632
-0.005476,0.037723,-0.015922,-0.006104,-0.004806,0.060638,-0.018534,0.038056,-0.050989,-0.073477,-0.046856,0.050636,-0.013947,-0.022808,0.034133,-0.025548,0.028360,0.004045,-0.060914,0.019559,-0.053931,-0.066295,-0.001991,-0.066231,-0.045351,-0.079930,-0.043984,0.000176,0.018552,-0.043262,-0.033521,-0.045724,-0.088433,0.004544,-0.038752,-0.027106,0.057342,0.057171,0.012273,-0.003206,-0.009041,-0.050704,0.006854,0.010784,-0.009504,-0.001551,0.070401,0.033600,-0.032295,-0.020192
-0.034721,0.028429,-0.012029,0.004406,0.069960,0.015235,0.012293,0.048484,-0.032476,0.015887,0.040889,0.000957,0.015097,0.031224,-0.030944,0.017564,0.059780,0.028661,0.023988,-0.021649,-0.013349,0.004288,0.000843,0.035390,0.021414,0.083174,-0.048650,0.049358,0.081375,0.060493,0.013184,-0.001897,-0.024305,0.003829,0.055227,0.051759,0.032963,-0.066176,0.038293,-0.075381,-0.045963,-0.027231,0.111358,0.027998,-0.009737,-0.026857,-0.052362,0.079623,0.040388,0.030771
-0.010971,0.045353,0.008432,-0.044348,0.012873,0.014712,0.041408,-0.016963,0.027724,0.015744,0.016283,-0.019827,0.031345,0.008666,0.030120,0.038543,0.001785,0.018750,0.033319,0.028460,0.044582,-0.003204,0.012997,-0.003416,0.052508,0.024715,0.030257,0.054973,0.004700,0.041503,0.087609,0.096552,-0.075018,0.014264,-0.031429,-0.001084,-0.003960,-0.039683,-0.051902,0.066901,0.030417,0.054204,0.052623,0.004831,0.017766,-0.018934,0.016383,0.010454,-0.030198,-0.004452
-0.024436,-0.050342,0.043393,-0.036842,0.022847,0.049775,0.045311,0.010461,0.064666,0.004157,0.002356,0.031759,-0.035256,0.038304,0.024903,0.025089,0.014727,-0.014091,-0.005334,-0.014238,0.015178,-0.063954,0.062359,0.001765,0.040021,-0.009380,-0.058404,-0.100258,0.016258,-0.031286,-0.028145,0.004621,-0.006862,-0.033494,-0.026833,-0.019371,0.074100,0.080579,0.052570,-0.040048,-0.020075,-0.040322,0.050875,-0.009170,0.022415,-0.047661,0.000248,0.010376,-0.041964,-0.038110
-0.046121,-0.037291,0.002828,0.059893,-0.030623,-0.000056,0.086882,0.059085,0.037362,0.081878,-0.008040,-0.054000,0.047423,0.072809,-0.065094,0.023680,0.101139,0.049796,0.044519,0.018444,0.019968,-0.005608,-0.027401,0.075758,-0.037648,0.007183,0.001195,0.091374,0.019696,0.019329,0.083404,0.041097,0.056917,-0.000582,0.106942,0.019248,-0.034313,-0.115118,-0.007170,0.117486,-0.043749,0.027421,0.006268,0.072375,-0.001443,0.050223,0.024437,-0.054069,-0.002596,0.029051
-0.026658,-0.007536,-0.054659,0.048141,0.022510,-0.058035,-0.038537,-0.088861,-0.007373,-0.056927,-0.066391,-0.011858,-0.011281,0.027243,0.014738,0.051161,-0.030803,-0.001592,-0.011199,-0.017312,-0.030433,-0.026370,0.021259,-0.032560,0.017298,0.022432,-0.045396,-0.110484,0.008638,-0.016496,-0.040171,0.007350,0.024197,-0.038830,-0.031358,-0.011693,-0.003184,-0.088146,-0.081134,-0.061818,-0.057928,-0.054095,-0.032087,0.002159,-0.009158,-0.013491,-0.012261,-0.070280,-0.059701,-0.030485
0.032783,0.007095,0.036811,0.053880,-0.005608,-0.042986,-0.025867,0.003858,-0.002386,0.056114,-0.030457,-0.004637,-0.065780,-0.013212,-0.086960,-0.019145,-0.028380,0.079885,-0.001592,0.035837,0.049550,-0.032896,0.016644,-0.044857,0.017118,-0.014679,0.054981,0.037944,0.028720,-0.025666,-0.073199,0.010224,-0.026276,-0.019694,0.035664,0.002554,0.028943,0.014942,-0.004353,0.011402,0.016322,0.027965,-0.026764,0.045131,-0.001084,-0.025411,0.019931,-0.008828,0.022307,0.008433
0.059067,0.028322,-0.016837,0.062249,0.015243,0.011987,0.021296,-0.003651,0.001752,-0.029035,0.069260,-0.030650,0.043967,-0.017568,0.030829,0.109689,-0.038571,-0.016339,-0.071012,0.044369,-0.008669,0.044597,0.099713,-0.008365,-0.001418,0.013319,0.049267,0.032462,0.072098,0.063670,0.063252,0.014851,0.056122,0.032244,0.033756,-0.014343,0.027682,0.021896,0.050589,-0.001923,0.043727,0.010849,0.029970,0.022183,0.019356,0.091406,-0.046158,0.052563,0.022517,0.063185
-0.000820,-0.016749,0.043153,-0.021712,-0.021546,-0.038023,0.044154,-0.022712,-0.037565,-0.003670,-0.059831,-0.042696,0.020666,0.004233,-0.025430,0.011780,-0.020620,0.003310,0.003676,0.025693,0.017674,0.001300,-0.059771,0.037231,-0.113860,0.004430,-0.053764,-0.026435,-0.014134,0.037300,0.006040,-0.002543,-0.075001,-0.032092,-0.026303,-0.024102,0.023838,-0.003805,0.027252,-0.004929,0.043489,0.021900,-0.037274,0.002069,0.014255,0.001508,-0.036262,0.090527,0.011692,0.015228
-0.029283,0.038416,-0.037178,-0.017536,0.057914,0.115108,-0.016662,0.018741,-0.062099,-0.003394,-0.030375,-0.046822,0.058513,0.020311,-0.028987,0.109660,-0.036666,0.001604,-0.051520,-0.061209,-0.047940,-0.002568,0.010370,-0.004205,-0.037864,0.100651,-0.016751,-0.024381,0.002315,-0.000407,0.029609,0.058907,0.060249,-0.000103,-0.052574,-0.022131,-0.077156,-0.050633,0.015698,-0.070438,-0.020158,-0.053238,0.018797,-0.048550,-0.047312,-0.003355,-0.026797,-0.001224,0.007605,-0.048474
-0.097249,0.055706,0.001393,-0.071991,0.071310,-0.005343,0.041178,0.018526,-0.032664,0.020331,-0.045030,0.009492,-0.028018,-0.099006,-0.044890,-0.026105,-0.051202,-0.010398,-0.028846,-0.036260,-0.006773,-0.090740,-0.058819,-0.026504,-0.056725,-0.027673,-0.040645,0.002565,-0.015066,-0.020630,-0.037124,0.064906,-0.020506,0.055560,0.066778,0.039034,0.031472,-0.017581,0.025322,-0.070540,-0.072210,-0.022312,0.010526,0.031423,-0.002845,-0.014351,0.036741,-0.042047,0.046866,-0.003739
0.004403,0.038935,0.013668,0.064711,0.051752,-0.029175,-0.060410,0.018937,0.044488,0.054620,0.017823,0.038544,0.032279,-0.058330,0.046171,-0.013150,0.030627,-0.015281,0.026748,-0.018788,-0.031619,0.053118,0.035151,0.032039,0.076349,0.069643,0.031290,0.021593,0.065939,-0.062027,0.032484,0.012406,0.030850,-0.075886,0.017782,0.014743,0.011290,0.003765,0.007144,-0.009135,-0.002804,0.063034,0.006468,-0.028500,-0.045066,0.031178,0.040907,0.019524,0.027053,0.042017
-0.043629,0.091383,-0.018193,0.000203,0.000299,-0.038775,-0.009431,-0.022026,-0.026899,-0.017216,-0.010444,0.012335,0.082642,0.059702,0.015595,0.043120,-0.031749,-0.008501,-0.008831,0.015456,-0.001310,-0.019129,0.013984,0.030728,-0.049419,0.014758,0.033593,0.045077,-0.013555,-0.000013,0.034269,-0.021230,-0.038045,-0.058731,0.031051,0.038100,-0.050165,-0.035154,-0.005757,-0.032327,0.103739,-0.090521,-0.045823,-0.101110,-0.053274,-0.002724,0.054242,0.059078,-0.055639,0.013786
0.022666,-0.013758,0.060908,-0.043007,-0.012282,0.020288,-0.021908,0.037764,-0.002690,0.005504,0.044730,0.084771,-0.018270,0.014258,-0.032201,0.054439,-0.027637,0.035895,-0.004507,0.060272,-0.027636,0.060296,-0.006071,0.021545,-0.009403,-0.036871,0.019888,-0.066319,-0.083387,0.009330,0.051583,0.051145,-0.025084,-0.035172,-0.058818,-0.007557,0.019216,0.037307,-0.013064,0.035771,0.028009,0.014959,0.069506,0.038764,-0.015587,-0.035061,-0.015250,0.018286,0.053301,0.033691
-0.018527,-0.037543,-0.038978,-0.004392,0.035098,-0.051213,-0.015100,0.013254,0.056269,0.011014,-0.060123,0.007348,0.008986,0.075083,-0.044389,-0.031323,0.037171,-0.013830,0.038312,0.068539,0.032005,-0.002058,0.017889,-0.051617,-0.029130,0.004743,0.051524,-0.040046,0.061456,0.001759,-0.013480,0.003417,-0.024593,0.058145,-0.003979,-0.015433,-0.008866,0.022018,-0.002283,0.028831,-0.037219,0.039810,-0.048427,0.079585,-0.037986,0.064235,0.040398,-0.007575,0.011881,-0.039662
0.027117,0.037059,0.017938,-0.031450,0.049469,-0.054452,-0.035088,-0.019550,-0.051690,0.025826,-0.030488,0.012977,0.015087,0.014273,-0.060661,-0.001547,0.021035,0.042506,-0.068627,0.006183,-0.037051,-0.031160,-0.024383,0.014925,-0.006011,-0.036037,-0.083055,-0.005106,-0.033370,-0.037394,0.045188,-0.031257,0.004733,-0.045755,0.002864,-0.054576,-0.034049,-0.060784,0.028062,-0.046378,-0.020557,0.024026,-0.019780,-0.042956,0.019771,0.019112,-0.011050,-0.006960,-0.021037,-0.013413
0.049058,-0.058119,-0.050682,-0.030690,0.056416,0.007034,-0.032691,0.001508,-0.043321,0.010509,-0.031847,-0.030529,-0.036274,-0.072822,-0.000626,-0.046615,-0.091666,-0.073993,0.002909,-0.026838,0.003864,-0.070222,-0.021325,-0.002761,-0.033330,0.022159,0.043819,-0.004054,-0.039922,0.020626,-0.031841,-0.074644,-0.031483,-0.020551,0.012848,-0.042954,0.039872,-0.005731,-0.026892,-0.044119,-0.079290,-0.034767,-0.019436,-0.010954,-0.007602,-0.000403,-0.061340,-0.032782,-0.088930,-0.048836
-0.010135,0.052727,-0.015556,-0.066163,-0.026477,0.027271,-0.004636,0.033206,-0.027902,0.038630,0.052552,0.086592,0.030407,0.020075,-0.055453,0.054231,0.028493,0.061391,-0.013463,0.029474,-0.031011,0.036820,-0.053655,0.003148,0.018041,-0.003200,-0.006792,-0.104109,0.008690,0.098877,-0.014461,0.010772,-0.000595,0.043576,0.077907,-0.023165,-0.017428,0.037769,-0.041232,0.035199,0.010656,0.007798,-0.009481,-0.017505,0.016601,0.054038,0.065781,0.044872,-0.006943,0.057490
-0.006424,-0.000956,0.040864,0.044207,-0.051500,0.045926,0.003993,0.072323,-0.028957,-0.028923,-0.008454,-0.074756,-0.015202,-0.003285,-0.004089,-0.026090,0.059155,0.012690,0.044106,-0.090778,-0.063997,-0.000763,0.053487,-0.032138,-0.022833,0.046628,-0.036984,-0.029164,-0.023440,-0.031218,-0.024956,0.005265,-0.003355,-0.002729,-0.065772,-0.008156,0.008104,0.014573,-0.012121,0.001354,-0.072877,0.030567,0.036953,-0.010534,0.005136,-0.053863,0.046817,-0.004768,0.042450,-0.020480
0.043101,0.073785,-0.014863,-0.031759,0.016329,0.024862,0.028740,0.004820,0.117566,0.040505,-0.075207,-0.000457,-0.007373,0.048437,-0.021669,-0.004768,0.045758,0.047908,0.077681,0.109622,0.078585,0.065348,0.063300,-0.069149,0.039676,0.011042,-0.052366,0.066444,0.030909,-0.010030,0.012224,-0.009323,0.055290,0.043809,0.113086,0.011754,0.001657,0.031149,0.082134,-0.010881,0.037212,0.044749,0.033065,0.055298,0.013429,0.039873,0.036648,0.003387,0.070566,-0.003401
0.020377,0.002217,0.023516,0.039309,0.041782,0.025761,-0.005221,0.069909,0.015809,-0.046127,0.011562,0.042199,0.071124,0.034646,0.059394,-0.030569,0.007706,0.019380,0.083418,0.093506,0.031518,0.043743,-0.035827,0.019611,-0.048284,0.023475,0.016525,0.042132,-0.012351,0.011049,0.070782,0.083907,-0.003354,0.051144,0.042509,0.038293,0.058964,0.054855,0.011221,0.039096,0.051011,0.009610,0.040628,0.035988,0.050100,-0.017175,0.070636,-0.018926,0.010008,0.011293
-0.014295,-0.017664,0.049120,0.066903,0.061930,0.002503,-0.039322,0.002313,0.057790,-0.014333,0.035632,0.040040,-0.000375,0.105206,0.075376,0.035663,0.041876,0.061956,0.063776,-0.013309,0.063568,0.058980,0.091055,0.029019,-0.006705,0.034767,0.002010,-0.043705,0.023894,0.010245,0.112814,-0.019700,-0.027188,-0.046311,-0.031751,0.003773,-0.027234,0.066148,0.076100,0.041405,-0.017638,-0.030845,0.074936,-0.011398,-0.032596,0.017723,-0.009039,-0.003712,0.028264,-0.056423
-0.001973,-0.017389,0.049461,0.026177,-0.013392,-0.005713,0.050859,0.067259,0.009297,0.041447,0.091064,0.042034,-0.017373,0.015193,0.102398,0.123996,0.013685,0.037059,-0.044672,0.053609,0.014475,0.001247,0.100546,0.048939,0.144360,-0.005305,0.056375,0.074490,0.073432,0.005161,0.045893,0.038012,-0.010838,0.012910,0.055631,-0.002223,-0.022837,-0.041998,0.057449,0.049852,-0.002315,0.035546,0.070412,0.007514,0.076517,0.045886,0.021419,0.070325,0.101116,0.004198
-0.010910,0.085864,-0.018102,0.024462,-0.022233,0.025047,0.098539,0.008865,-0.034461,0.073657,0.004162,0.076291,0.079554,-0.088585,0.044983,0.027859,0.026906,0.071506,0.030498,-0.043496,0.094294,-0.013919,0.007455,0.040319,0.015205,0.024451,-0.069000,0.015170,0.044159,0.040595,0.022395,0.010944,0.038523,-0.001509,-0.017741,-0.015025,0.062318,0.060960,0.029369,0.000586,-0.024270,0.023661,0.015555,-0.005486,0.075805,0.005658,-0.036393,0.022232,0.092302,-0.046262
-0.069908,0.057873,-0.017352,0.045858,0.026247,0.041560,-0.044425,-0.032866,-0.058757,0.014015,-0.008537,-0.006181,-0.026009,-0.012652,-0.012136,-0.047844,-0.020339,0.034658,0.013246,-0.053046,0.033754,0.053790,-0.059632,0.015338,0.000664,0.009947,0.016580,0.041699,0.022709,-0.025509,-0.053563,-0.036946,-0.077679,0.044122,0.004173,-0.068052,0.016451,-0.100495,-0.008607,-0.075978,0.040103,0.005401,-0.014312,-0.027973,0.011622,-0.031333,-0.001814,0.040093,0.047123,0.023103
